"player_id","season","first_name","last_name","player_name.x","position","height_wo_shoes","height_wo_shoes_ft_in","height_w_shoes","height_w_shoes_ft_in","weight","wingspan","wingspan_ft_in","standing_reach","standing_reach_ft_in","body_fat_pct","hand_length","hand_width","standing_vertical_leap","max_vertical_leap","lane_agility_time","modified_lane_agility_time","three_quarter_sprint","bench_press","player_name.y","round_number","round_pick","overall_pick","draft_type","team_id","team_city","team_name","team_abbreviation","organization","organization_type","player_profile_flag"
202710,2011,"Jimmy","Butler","Jimmy Butler","SF",78,"6' 6''",79.75,"6' 7.75''",222.2,79.5,"6' 7.5''",101.5,"8' 5.5''",5.4,9,9,32,39,11.12,NA,3.15,14,"Jimmy Butler",1,30,30,"Draft",1610612741,"Chicago","Bulls","CHI","Marquette","College/University",1
202712,2011,"Justin","Harper","Justin Harper","PF-SF",80,"6' 8''",80.75,"6' 8.75''",228,83.75,"6' 11.75''",106,"8' 10''",4,9,9.25,28.5,33,11.92,NA,3.3,19,"Justin Harper",2,2,32,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Richmond","College/University",1
202713,2011,"Kyle","Singler","Kyle Singler","SF",79.5,"6' 7.5''",80.5,"6' 8.5''",228,82.1,"6' 10.1''",106,"8' 10''",10,8.25,8.75,23,30,11.22,NA,3.21,10,"Kyle Singler",2,3,33,"Draft",1610612765,"Detroit","Pistons","DET","Duke","College/University",1
202714,2011,"Shelvin","Mack","Shelvin Mack","PG",73,"6' 1''",74.5,"6' 2.5''",209,79.5,"6' 7.5''",96.5,"8' 0.5''",7.1,8.25,9.25,32,39,11.23,NA,3.18,17,"Shelvin Mack",2,4,34,"Draft",1610612764,"Washington","Wizards","WAS","Butler","College/University",1
202715,2011,"Tyler","Honeycutt","Tyler Honeycutt","SF",78.75,"6' 6.75''",80.25,"6' 8.25''",186.8,81,"6' 9''",105,"8' 9''",5.3,8.5,9.5,30,37,11.68,NA,3.07,NA,"Tyler Honeycutt",2,5,35,"Draft",1610612758,"Sacramento","Kings","SAC","California-Los Angeles","College/University",1
202716,2011,"Jordan","Williams","Jordan Williams","PF",79.75,"6' 7.75''",81,"6' 9''",247.2,84.25,"7' 0.25''",106.5,"8' 10.5''",12.1,9.25,10,25,30.5,12.74,NA,3.45,10,"Jordan Williams",2,6,36,"Draft",1610612751,"New Jersey","Nets","NJN","Maryland","College/University",1
202717,2011,"Trey","Thompkins","Trey Thompkins","PF",80.5,"6' 8.5''",81.75,"6' 9.75''",239,85,"7' 1''",107.5,"8' 11.5''",15.5,9.25,9.75,27.5,30.5,11.72,NA,3.41,15,"Trey Thompkins",2,7,37,"Draft",1610612746,"Los Angeles","Clippers","LAC","Georgia","College/University",1
202718,2011,"Chandler","Parsons","Chandler Parsons","SF",80.75,"6' 8.75''",81.75,"6' 9.75''",221.2,81.5,"6' 9.5''",104.5,"8' 8.5''",7,8.25,10,25.5,31.5,11.05,NA,3.29,4,"Chandler Parsons",2,8,38,"Draft",1610612745,"Houston","Rockets","HOU","Florida","College/University",1
202719,2011,"Jeremy","Tyler","Jeremy Tyler","PF-C",81,"6' 9''",82.5,"6' 10.5''",262.4,89,"7' 5''",110.5,"9' 2.5''",13.4,9.25,9,28,33.5,11.26,NA,3.29,10,"Jeremy Tyler",2,9,39,"Draft",1610612766,"Charlotte","Bobcats","CHA","Tokyo Apache (Japan)","Other Team/Club",1
202720,2011,"Jon","Leuer","Jon Leuer","PF",82,"6' 10''",83.5,"6' 11.5''",223.2,84,"7' 0''",105.5,"8' 9.5''",5.4,8.75,9.75,29.5,36.5,10.82,NA,3.36,14,"Jon Leuer",2,10,40,"Draft",1610612749,"Milwaukee","Bucks","MIL","Wisconsin","College/University",1
202721,2011,"Darius","Morris","Darius Morris","PG-SG",75.25,"6' 3.25''",77.25,"6' 5.25''",190,79.5,"6' 7.5''",102,"8' 6''",5.3,8.75,10,24.5,32,11,NA,3.2,12,"Darius Morris",2,11,41,"Draft",1610612747,"Los Angeles","Lakers","LAL","Michigan","College/University",1
202723,2011,"Malcolm","Lee","Malcolm Lee","SG",76,"6' 4''",77.5,"6' 5.5''",198.2,81.75,"6' 9.75''",101.5,"8' 5.5''",5.9,8.5,9.5,30,35.5,11.2,NA,3.09,17,"Malcolm Lee",2,13,43,"Draft",1610612741,"Chicago","Bulls","CHI","California-Los Angeles","College/University",1
202724,2011,"Charles","Jenkins","Charles Jenkins","PG-SG",73.5,"6' 1.5''",75.25,"6' 3.25''",216.4,79.5,"6' 7.5''",96.5,"8' 0.5''",4.3,8.5,9,29.5,34,11.68,NA,3.18,16,"Charles Jenkins",2,14,44,"Draft",1610612744,"Golden State","Warriors","GSW","Hofstra","College/University",1
202726,2011,"Andrew","Goudelock","Andrew Goudelock","PG",73.25,"6' 1.25''",74.75,"6' 2.75''",197.6,76.25,"6' 4.25''",96.5,"8' 0.5''",9.9,8.25,9.25,32.5,37,10.33,NA,3.1,4,"Andrew Goudelock",2,16,46,"Draft",1610612747,"Los Angeles","Lakers","LAL","College of Charleston","College/University",1
202727,2011,"Travis","Leslie","Travis Leslie","SG",75,"6' 3''",76.25,"6' 4.25''",205,82.5,"6' 10.5''",103,"8' 7''",8.1,8.75,9.25,33,40.5,11,NA,3.13,10,"Travis Leslie",2,17,47,"Draft",1610612746,"Los Angeles","Clippers","LAC","Georgia","College/University",1
202728,2011,"Keith","Benson","Keith Benson","C-PF",82,"6' 10''",83,"6' 11''",217,87.75,"7' 3.75''",109.5,"9' 1.5''",6.1,9.5,11,31.5,36,11.88,NA,3.35,12,"Keith Benson",2,18,48,"Draft",1610612737,"Atlanta","Hawks","ATL","Oakland","College/University",1
202729,2011,"Josh","Selby","Josh Selby","SG-PG",73.75,"6' 1.75''",75,"6' 3''",194.6,77.25,"6' 5.25''",98,"8' 2''",7.9,8.5,9,29.5,42,11.13,NA,3.2,5,"Josh Selby",2,19,49,"Draft",1610612763,"Memphis","Grizzlies","MEM","Kansas","College/University",1
202732,2011,"DeAndre","Liggins","DeAndre Liggins","SF-SG",77,"6' 5''",78.25,"6' 6.25''",202.2,83,"6' 11''",103.5,"8' 7.5''",5,8.75,10,27,31,NA,NA,3.33,6,"DeAndre Liggins",2,23,53,"Draft",1610612753,"Orlando","Magic","ORL","Kentucky","College/University",1
202734,2011,"E'Twaun","Moore","E'Twaun Moore","SG",74.5,"6' 2.5''",76,"6' 4''",191.4,81.5,"6' 9.5''",99.5,"8' 3.5''",7.6,9,10,32,34.5,11.12,NA,3.31,NA,"E'Twaun Moore",2,25,55,"Draft",1610612738,"Boston","Celtics","BOS","Purdue","College/University",1
202738,2011,"Isaiah","Thomas","Isaiah Thomas","PG",68.75,"5' 8.75''",70.25,"5' 10.25''",186,73.75,"6' 1.75''",91.5,"7' 7.5''",6.7,8.25,9,31.5,40,10.49,NA,3.14,13,"Isaiah Thomas",2,30,60,"Draft",1610612758,"Sacramento","Kings","SAC","Washington","College/University",1
202739,2011,"Jon","Diebler","Jon Diebler","SG",77.25,"6' 5.25''",78.5,"6' 6.5''",196.6,78,"6' 6''",99,"8' 3''",8.5,8.25,8.25,28,35,10.94,NA,3.37,2,"Jon Diebler",2,21,51,"Draft",1610612757,"Portland","Trail Blazers","POR","Ohio State","College/University",0
203076,2012,"Anthony","Davis","Anthony Davis","PF-C",81.25,"6' 9.25''",82.5,"6' 10.5''",221.8,89.5,"7' 5.5''",108,"9' 0''",7.9,9,8.5,NA,NA,NA,NA,NA,NA,"Anthony Davis",1,1,1,"Draft",1610612740,"New Orleans","Hornets","NOH","Kentucky","College/University",1
203077,2012,"Michael","Kidd-Gilchrist","Michael Kidd-Gilchrist","SF",77.75,"6' 5.75''",79.5,"6' 7.5''",232.8,84,"7' 0''",104.5,"8' 8.5''",7,9,10.25,32,35.5,11.77,NA,3.18,6,"Michael Kidd-Gilchrist",1,2,2,"Draft",1610612766,"Charlotte","Bobcats","CHA","Kentucky","College/University",1
203078,2012,"Bradley","Beal","Bradley Beal","SG",75.25,"6' 3.25''",76.75,"6' 4.75''",201.8,80,"6' 8''",100,"8' 4''",6,8.5,9,33,39,10.95,NA,3.28,8,"Bradley Beal",1,3,3,"Draft",1610612764,"Washington","Wizards","WAS","Florida","College/University",1
203079,2012,"Dion","Waiters","Dion Waiters","SG",74.5,"6' 2.5''",76,"6' 4''",221,79.25,"6' 7.25''",98,"8' 2''",8.5,8.5,9.5,NA,NA,NA,NA,NA,NA,"Dion Waiters",1,4,4,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Syracuse","College/University",1
203080,2012,"Thomas","Robinson","Thomas Robinson","PF",79.75,"6' 7.75''",80.75,"6' 8.75''",244.2,87.25,"7' 3.25''",106,"8' 10''",5,9.75,10.5,28.5,35.5,11.96,NA,3.17,15,"Thomas Robinson",1,5,5,"Draft",1610612758,"Sacramento","Kings","SAC","Kansas","College/University",1
203081,2012,"Damian","Lillard","Damian Lillard","PG",73.75,"6' 1.75''",74.75,"6' 2.75''",188.8,79.75,"6' 7.75''",95.5,"7' 11.5''",5.9,8.75,9.75,34.5,39.5,11.15,NA,3.34,13,"Damian Lillard",1,6,6,"Draft",1610612757,"Portland","Trail Blazers","POR","Weber State","College/University",1
203082,2012,"Terrence","Ross","Terrence Ross","SG-SF",78,"6' 6''",79,"6' 7''",196.6,79.25,"6' 7.25''",100.5,"8' 4.5''",3.2,8.75,10.25,31,37.5,11.78,NA,3.28,2,"Terrence Ross",1,8,8,"Draft",1610612761,"Toronto","Raptors","TOR","Washington","College/University",1
203083,2012,"Andre","Drummond","Andre Drummond","C",81.75,"6' 9.75''",83.75,"6' 11.75''",278.6,90.25,"7' 6.25''",109.5,"9' 1.5''",7.5,9.5,9.5,31.5,33.5,10.83,NA,3.39,10,"Andre Drummond",1,9,9,"Draft",1610612765,"Detroit","Pistons","DET","Connecticut","College/University",1
203084,2012,"Harrison","Barnes","Harrison Barnes","SF-SG",79,"6' 7''",80,"6' 8''",227.8,83.25,"6' 11.25''",101.5,"8' 5.5''",9.6,9,8.5,38,39.5,10.93,NA,3.16,15,"Harrison Barnes",1,7,7,"Draft",1610612744,"Golden State","Warriors","GSW","North Carolina","College/University",1
203085,2012,"Austin","Rivers","Austin Rivers","SG-PG",75.5,"6' 3.5''",77,"6' 5''",202.8,79.25,"6' 7.25''",96.5,"8' 0.5''",6.2,8.5,10,32.5,37.5,11.54,NA,3.32,1,"Austin Rivers",1,10,10,"Draft",1610612740,"New Orleans","Hornets","NOH","Duke","College/University",1
203086,2012,"Meyers","Leonard","Meyers Leonard","C",83.75,"6' 11.75''",85.25,"7' 1.25''",249.8,87,"7' 3''",108,"9' 0''",5.7,9.25,11,30,32.5,11.34,NA,3.41,19,"Meyers Leonard",1,11,11,"Draft",1610612757,"Portland","Trail Blazers","POR","Illinois","College/University",1
203087,2012,"Jeremy","Lamb","Jeremy Lamb","SG",76,"6' 4''",77.25,"6' 5.25''",179.2,83,"6' 11''",102,"8' 6''",4.5,8.75,9.25,31.5,38,10.98,NA,3.25,5,"Jeremy Lamb",1,12,12,"Draft",1610612745,"Houston","Rockets","HOU","Connecticut","College/University",1
203088,2012,"Kendall","Marshall","Kendall Marshall","PG",75.25,"6' 3.25''",76.25,"6' 4.25''",198.4,77.5,"6' 5.5''",96,"8' 0''",7.8,8.5,9,31,37,12.03,NA,3.23,NA,"Kendall Marshall",1,13,13,"Draft",1610612756,"Phoenix","Suns","PHX","North Carolina","College/University",1
203089,2012,"John","Henson","John Henson","PF",81,"6' 9''",82.5,"6' 10.5''",216,89,"7' 5''",112,"9' 4''",8.6,9.25,10,25.5,30,NA,NA,NA,5,"John Henson",1,14,14,"Draft",1610612749,"Milwaukee","Bucks","MIL","North Carolina","College/University",1
203090,2012,"Maurice","Harkless","Maurice Harkless","SF",79.25,"6' 7.25''",80.75,"6' 8.75''",206.6,84,"7' 0''",102.5,"8' 6.5''",5.3,9.25,10.25,32.5,37,10.87,NA,3.25,5,"Maurice Harkless",1,15,15,"Draft",1610612755,"Philadelphia","76ers","PHI","St. John's (NY)","College/University",1
203091,2012,"Royce","White","Royce White","PF",79,"6' 7''",80,"6' 8''",260.6,84,"7' 0''",104.5,"8' 8.5''",10.6,9.5,11.5,NA,NA,NA,NA,NA,NA,"Royce White",1,16,16,"Draft",1610612745,"Houston","Rockets","HOU","Iowa State","College/University",1
203092,2012,"Tyler","Zeller","Tyler Zeller","PF-C",83.25,"6' 11.25''",84.5,"7' 0.5''",247.4,84,"7' 0''",104.5,"8' 8.5''",6.4,9,9.75,30,34,11.13,NA,3.4,16,"Tyler Zeller",1,17,17,"Draft",1610612742,"Dallas","Mavericks","DAL","North Carolina","College/University",1
203093,2012,"Terrence","Jones","Terrence Jones","PF-SF",80.25,"6' 8.25''",81.5,"6' 9.5''",252,86.25,"7' 2.25''",107,"8' 11''",7.7,9,10,29.5,34.5,11.57,NA,3.4,12,"Terrence Jones",1,18,18,"Draft",1610612745,"Houston","Rockets","HOU","Kentucky","College/University",1
203094,2012,"Andrew","Nicholson","Andrew Nicholson","PF",80.5,"6' 8.5''",81.5,"6' 9.5''",234,88,"7' 4''",107,"8' 11''",7.6,10,10.75,28.5,30.5,11.89,NA,3.67,10,"Andrew Nicholson",1,19,19,"Draft",1610612753,"Orlando","Magic","ORL","St. Bonaventure","College/University",1
203096,2012,"Jared","Sullinger","Jared Sullinger","PF",79.75,"6' 7.75''",81,"6' 9''",268.2,85.25,"7' 1.25''",105.5,"8' 9.5''",10.7,9.25,9.75,29.5,31,12.77,NA,3.81,9,"Jared Sullinger",1,21,21,"Draft",1610612738,"Boston","Celtics","BOS","Ohio State","College/University",1
203097,2012,"Fab","Melo","Fab Melo","C",82.75,"6' 10.75''",84,"7' 0''",255,86.5,"7' 2.5''",110,"9' 2''",9.2,9,10,29.5,31,12.14,NA,3.44,9,"Fab Melo",1,22,22,"Draft",1610612738,"Boston","Celtics","BOS","Syracuse","College/University",1
203098,2012,"John","Jenkins","John Jenkins","SG",75.25,"6' 3.25''",76.25,"6' 4.25''",212,80.5,"6' 8.5''",98,"8' 2''",7.1,9,9,30.5,36.5,11.36,NA,3.37,10,"John Jenkins",1,23,23,"Draft",1610612737,"Atlanta","Hawks","ATL","Vanderbilt","College/University",1
203099,2012,"Jared","Cunningham","Jared Cunningham","SG-PG",75.5,"6' 3.5''",77,"6' 5''",187.6,78.5,"6' 6.5''",98,"8' 2''",3.6,8.25,9,NA,NA,NA,NA,NA,4,"Jared Cunningham",1,24,24,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Oregon State","College/University",1
203100,2012,"Tony","Wroten","Tony Wroten","PG",76.75,"6' 4.75''",78,"6' 6''",203.2,81,"6' 9''",101,"8' 5''",5.2,8,9,30,35.5,10.75,NA,3.24,0,"Tony Wroten",1,25,25,"Draft",1610612763,"Memphis","Grizzlies","MEM","Washington","College/University",1
203101,2012,"Miles","Plumlee","Miles Plumlee","PF-C",82.5,"6' 10.5''",83.75,"6' 11.75''",252.4,84.75,"7' 0.75''",105.5,"8' 9.5''",11.4,9.25,9,34,40.5,10.64,NA,3.36,15,"Miles Plumlee",1,26,26,"Draft",1610612754,"Indiana","Pacers","IND","Duke","College/University",1
203102,2012,"Arnett","Moultrie","Arnett Moultrie","PF",81.5,"6' 9.5''",82.75,"6' 10.75''",232.8,86.25,"7' 2.25''",106.5,"8' 10.5''",7.7,9.25,9.25,33.5,37.5,11.32,NA,3.22,10,"Arnett Moultrie",1,27,27,"Draft",1610612748,"Miami","Heat","MIA","Mississippi State","College/University",1
203103,2012,"Perry","Jones","Perry Jones","PF-SF",82.25,"6' 10.25''",83.25,"6' 11.25''",233.8,85.75,"7' 1.75''",107,"8' 11''",4.6,9.25,9.5,33,38.5,11.31,NA,3.19,11,"Perry Jones III",1,28,28,"Draft",1610612760,"Oklahoma City","Thunder","OKC","Baylor","College/University",1
203104,2012,"Marquis","Teague","Marquis Teague","PG",73,"6' 1''",74,"6' 2''",179.8,79.25,"6' 7.25''",96.5,"8' 0.5''",6.3,8.25,7.75,32.5,40.5,10.65,NA,3.19,8,"Marquis Teague",1,29,29,"Draft",1610612741,"Chicago","Bulls","CHI","Kentucky","College/University",1
203105,2012,"Festus","Ezeli","Festus Ezeli","C-PF",81.75,"6' 9.75''",83.5,"6' 11.5''",264.2,89.75,"7' 5.75''",108,"9' 0''",5.5,9,10.75,34,33.5,12.35,NA,3.29,18,"Festus Ezeli",1,30,30,"Draft",1610612744,"Golden State","Warriors","GSW","Vanderbilt","College/University",1
203106,2012,"Jeff","Taylor","Jeff Taylor","SF-SG",78,"6' 6''",79.25,"6' 7.25''",212.8,78.25,"6' 6.25''",101.5,"8' 5.5''",4.2,8.25,9.75,33.5,40,10.87,NA,3.29,15,"Jeffery Taylor",2,1,31,"Draft",1610612766,"Charlotte","Bobcats","CHA","Vanderbilt","College/University",1
203107,2012,"Tomas","Satoransky","Tomas Satoransky","PG-SG",78.5,"6' 6.5''",79.5,"6' 7.5''",200.6,79.25,"6' 7.25''",100,"8' 4''",5.2,8.5,9.5,NA,NA,NA,NA,NA,NA,"Tomas Satoransky",2,2,32,"Draft",1610612764,"Washington","Wizards","WAS","CB Sevilla (Spain)","Other Team/Club",1
203108,2012,"Bernard","James","Bernard James","PF",80.75,"6' 8.75''",82,"6' 10''",229.8,87,"7' 3''",108.5,"9' 0.5''",5,9,9.25,30,32.5,11.84,NA,3.4,6,"Bernard James",2,3,33,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Florida State","College/University",1
203109,2012,"Jae","Crowder","Jae Crowder","SF",76.75,"6' 4.75''",78.5,"6' 6.5''",241.2,81.25,"6' 9.25''",99.5,"8' 3.5''",9,9.5,10.5,31,34.5,11.45,NA,3.37,20,"Jae Crowder",2,4,34,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Marquette","College/University",1
203110,2012,"Draymond","Green","Draymond Green","PF-SF",77.75,"6' 5.75''",79.5,"6' 7.5''",235.6,85.25,"7' 1.25''",105,"8' 9''",11.3,9,9.5,28,33,11.01,NA,3.4,9,"Draymond Green",2,5,35,"Draft",1610612744,"Golden State","Warriors","GSW","Michigan State","College/University",1
203111,2012,"Orlando","Johnson","Orlando Johnson","SG",75.75,"6' 3.75''",77.25,"6' 5.25''",223.8,83.25,"6' 11.25''",99,"8' 3''",7,9,9.5,32,39.5,10.98,NA,3.25,13,"Orlando Johnson",2,6,36,"Draft",1610612758,"Sacramento","Kings","SAC","California-Santa Barbara","College/University",1
203112,2012,"Quincy","Acy","Quincy Acy","PF",78.5,"6' 6.5''",79.75,"6' 7.75''",223.8,86.75,"7' 2.75''",106.5,"8' 10.5''",7.1,9.5,11,32,37,10.48,NA,3.28,13,"Quincy Acy",2,7,37,"Draft",1610612761,"Toronto","Raptors","TOR","Baylor","College/University",1
203113,2012,"Quincy","Miller","Quincy Miller","SF",80.75,"6' 8.75''",82,"6' 10''",218.7,85.25,"7' 1.25''",105,"8' 9''",7.8,9.25,10.25,30.5,36,11.05,NA,3.48,8,"Quincy Miller",2,8,38,"Draft",1610612743,"Denver","Nuggets","DEN","Baylor","College/University",1
203114,2012,"Khris","Middleton","Khris Middleton","SF",78.75,"6' 6.75''",80.25,"6' 8.25''",216.2,82.75,"6' 10.75''",103,"8' 7''",7.8,9,9,28,31,11.45,NA,3.47,4,"Khris Middleton",2,9,39,"Draft",1610612765,"Detroit","Pistons","DET","Texas A&M","College/University",1
203115,2012,"Will","Barton","Will Barton","SG-SF",77,"6' 5''",78,"6' 6''",174.4,81.75,"6' 9.75''",102.5,"8' 6.5''",4.1,9,9.5,30,34,12.5,NA,3.6,0,"Will Barton",2,10,40,"Draft",1610612757,"Portland","Trail Blazers","POR","Memphis","College/University",1
203116,2012,"Tyshawn","Taylor","Tyshawn Taylor","PG",74.75,"6' 2.75''",76,"6' 4''",177,78.25,"6' 6.25''",97.5,"8' 1.5''",4.2,8.75,8.75,32,36.5,11.48,NA,3.2,0,"Tyshawn Taylor",2,11,41,"Draft",1610612757,"Portland","Trail Blazers","POR","Kansas","College/University",1
203117,2012,"Doron","Lamb","Doron Lamb","SG-PG",75.25,"6' 3.25''",76.75,"6' 4.75''",199.4,78.75,"6' 6.75''",98.5,"8' 2.5''",6.7,8.5,8.75,29,33.5,11.12,NA,3.41,2,"Doron Lamb",2,12,42,"Draft",1610612749,"Milwaukee","Bucks","MIL","Kentucky","College/University",1
203118,2012,"Mike","Scott","Mike Scott","PF",79.25,"6' 7.25''",80.75,"6' 8.75''",240.8,82.75,"6' 10.75''",104,"8' 8''",10.6,8.5,9,27,32.5,11.59,NA,3.44,14,"Mike Scott",2,13,43,"Draft",1610612737,"Atlanta","Hawks","ATL","Virginia","College/University",1
203119,2012,"Kim","English","Kim English","SG",76.5,"6' 4.5''",77.75,"6' 5.75''",192,78.5,"6' 6.5''",98,"8' 2''",4.3,8.5,8.75,29,36.5,10.59,NA,3.33,NA,"Kim English",2,14,44,"Draft",1610612765,"Detroit","Pistons","DET","Missouri","College/University",1
203121,2012,"Darius","Miller","Darius Miller","SF-SG",78,"6' 6''",79.5,"6' 7.5''",233.4,81,"6' 9''",101,"8' 5''",7.5,8.5,8.75,33,37,11.34,NA,3.31,14,"Darius Miller",2,16,46,"Draft",1610612740,"New Orleans","Hornets","NOH","Kentucky","College/University",1
203122,2012,"Kevin","Murphy","Kevin Murphy","SG",77,"6' 5''",78.25,"6' 6.25''",194,78.75,"6' 6.75''",99,"8' 3''",5.8,8.5,8.5,31,36.5,10.97,NA,3.42,11,"Kevin Murphy",2,17,47,"Draft",1610612762,"Utah","Jazz","UTA","Tennessee Tech","College/University",1
203124,2012,"Kyle","O'Quinn","Kyle O'Quinn","PF",80.5,"6' 8.5''",82,"6' 10''",240.8,88.75,"7' 4.75''",106.5,"8' 10.5''",8,9.5,10,31.5,31.5,11.65,NA,3.53,NA,"Kyle O'Quinn",2,19,49,"Draft",1610612753,"Orlando","Magic","ORL","Norfolk State","College/University",1
203126,2012,"Kris","Joseph","Kris Joseph","SG",78,"6' 6''",79,"6' 7''",215,83,"6' 11''",104,"8' 8''",8.6,9,9,28.5,35,NA,NA,3.46,6,"Kris Joseph",2,21,51,"Draft",1610612738,"Boston","Celtics","BOS","Syracuse","College/University",1
203130,2012,"Darius","Johnson-Odom","Darius Johnson-Odom","SG",73.5,"6' 1.5''",75,"6' 3''",212,79,"6' 7''",96,"8' 0''",7,8.75,8.75,33.5,41.5,10.76,NA,3.21,17,"Darius Johnson-Odom",2,25,55,"Draft",1610612742,"Dallas","Mavericks","DAL","Marquette","College/University",1
203133,2012,"Robbie","Hummel","Robbie Hummel","SF",79.25,"6' 7.25''",80.5,"6' 8.5''",218,80.5,"6' 8.5''",102,"8' 6''",9.4,8.5,9.5,27.5,30,11.56,NA,3.41,13,"Robbie Hummel",2,28,58,"Draft",1610612750,"Minnesota","Timberwolves","MIN","Purdue","College/University",1
203134,2012,"Marcus","Denmon","Marcus Denmon","SG",74.25,"6' 2.25''",75.25,"6' 3.25''",188.2,77,"6' 5''",94.5,"7' 10.5''",6.6,8.25,9.75,33.5,40,10.82,NA,3.19,8,"Marcus Denmon",2,29,59,"Draft",1610612759,"San Antonio","Spurs","SAS","Missouri","College/University",0
203318,2013,"Glen","Rice","Glen Rice","SF-SG",76.5,"6' 4.5''",77.75,"6' 5.75''",210.8,81.25,"6' 9.25''",101.5,"8' 5.5''",8.45,8.5,9,33,40.5,10.99,3.08,3.25,10,"Glen Rice",2,5,35,"Draft",1610612755,"Philadelphia","76ers","PHI","Michigan","College/University",1
203457,2013,"Nerlens","Noel","Nerlens Noel","C",82,"6' 10''",83.75,"6' 11.75''",206.4,87.75,"7' 3.75''",110,"9' 2''",4.15,9.5,10,NA,NA,NA,NA,NA,NA,"Nerlens Noel",1,6,6,"Draft",1610612740,"New Orleans","Pelicans","NOP","Kentucky","College/University",1
203458,2013,"Alex","Len","Alex Len","C",NA,"",NA,"",NA,87.5,"7' 3.5''",NA,"",6.4,9,10.75,NA,NA,NA,NA,NA,NA,"Alex Len",1,5,5,"Draft",1610612756,"Phoenix","Suns","PHX","Maryland","College/University",1
203459,2013,"Allen","Crabbe","Allen Crabbe","SG",77.25,"6' 5.25''",78.25,"6' 6.25''",197.4,83.25,"6' 11.25''",103.5,"8' 7.5''",4.65,8.25,8.5,30.5,36,10.67,3.1,3.32,10,"Allen Crabbe",2,1,31,"Draft",1610612739,"Cleveland","Cavaliers","CLE","California","College/University",1
203460,2013,"Andre","Roberson","Andre Roberson","PF-SF",78.25,"6' 6.25''",79,"6' 7''",205.8,83,"6' 11''",104.5,"8' 8.5''",7.05,8.75,9.5,30,36.5,11.36,3.02,3.34,10,"Andre Roberson",1,26,26,"Draft",1610612750,"Minnesota","Timberwolves","MIN","Colorado","College/University",1
203462,2013,"Archie","Goodwin","Archie Goodwin","SG",75.75,"6' 3.75''",77.25,"6' 5.25''",189,81.5,"6' 9.5''",102,"8' 6''",4.55,8.5,9,30,36,10.75,3.41,3.27,1,"Archie Goodwin",1,29,29,"Draft",1610612760,"Oklahoma City","Thunder","OKC","Kentucky","College/University",1
203463,2013,"Ben","McLemore","Ben McLemore","SG",75.5,"6' 3.5''",76.75,"6' 4.75''",189.2,79.75,"6' 7.75''",100.5,"8' 4.5''",5,8.75,9.5,32.5,42,11.87,3.11,3.27,6,"Ben McLemore",1,7,7,"Draft",1610612758,"Sacramento","Kings","SAC","Kansas","College/University",1
203467,2013,"Carrick","Felix","Carrick Felix","SF-SG",76.75,"6' 4.75''",78.25,"6' 6.25''",202.6,81.25,"6' 9.25''",103.5,"8' 7.5''",3.3,8.5,9.5,32,38.5,11.16,3.09,3.25,15,"Carrick Felix",2,3,33,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Arizona State","College/University",1
203468,2013,"CJ","McCollum","CJ McCollum","PG-SG",74.25,"6' 2.25''",75.25,"6' 3.25''",197,78.25,"6' 6.25''",96.5,"8' 0.5''",8.6,8,9.5,32,38.5,11.02,2.91,3.32,13,"CJ McCollum",1,10,10,"Draft",1610612757,"Portland","Trail Blazers","POR","Lehigh","College/University",1
203469,2013,"Cody","Zeller","Cody Zeller","C-PF",82.75,"6' 10.75''",84.25,"7' 0.25''",230,82.75,"6' 10.75''",106,"8' 10''",4.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17,"Cody Zeller",1,4,4,"Draft",1610612766,"Charlotte","Bobcats","CHA","Indiana","College/University",1
203470,2013,"Colton","Iverson","Colton Iverson","C",82.5,"6' 10.5''",84,"7' 0''",262.8,86,"7' 2''",110,"9' 2''",9.6,9.25,9.5,26.5,30,11.52,3.04,3.52,12,"Colton Iverson",2,23,53,"Draft",1610612754,"Indiana","Pacers","IND","Colorado State","College/University",0
203471,2013,"Dennis","Schroder","Dennis Schroder","PG",73,"6' 1''",74,"6' 2''",164.8,79.75,"6' 7.75''",98,"8' 2''",4.1,8.75,10.5,30,34,11.09,2.86,3.21,1,"Dennis Schroder",1,17,17,"Draft",1610612737,"Atlanta","Hawks","ATL","Basketball Lowen Braunschweig (Germany)","Other Team/Club",1
203472,2013,"Deshaun","Thomas","Deshaun Thomas","SF",77,"6' 5''",79,"6' 7''",219.8,82,"6' 10''",104,"8' 8''",9.1,8,8.75,28.5,32,12.94,3.38,3.53,5,"Deshaun Thomas",2,28,58,"Draft",1610612759,"San Antonio","Spurs","SAS","Ohio State","College/University",1
203475,2013,"Erick","Green","Erick Green","PG",73.5,"6' 1.5''",75,"6' 3''",178.2,77.75,"6' 5.75''",98,"8' 2''",4.35,8.5,9,NA,NA,NA,NA,NA,5,"Erick Green",2,16,46,"Draft",1610612762,"Utah","Jazz","UTA","Virginia Tech","College/University",1
