"player_id","season","first_name","last_name","player_name.x","position","height_wo_shoes","height_wo_shoes_ft_in","height_w_shoes","height_w_shoes_ft_in","weight","wingspan","wingspan_ft_in","standing_reach","standing_reach_ft_in","body_fat_pct","hand_length","hand_width","standing_vertical_leap","max_vertical_leap","lane_agility_time","modified_lane_agility_time","three_quarter_sprint","bench_press","player_name.y","round_number","round_pick","overall_pick","draft_type","team_id","team_city","team_name","team_abbreviation","organization","organization_type","player_profile_flag"
203476,2013,"Gorgui","Dieng","Gorgui Dieng","C",81.75,"6' 9.75''",82.75,"6' 10.75''",229.6,87.5,"7' 3.5''",111.5,"9' 3.5''",5.35,9,10,NA,NA,NA,NA,NA,NA,"Gorgui Dieng",1,21,21,"Draft",1610612762,"Utah","Jazz","UTA","Louisville","College/University",1
203477,2013,"Isaiah","Canaan","Isaiah Canaan","PG",71,"5' 11''",72,"6' 0''",188.4,76.5,"6' 4.5''",94.5,"7' 10.5''",5.9,8.25,9.5,33,40.5,10.98,2.89,3.22,16,"Isaiah Canaan",2,4,34,"Draft",1610612745,"Houston","Rockets","HOU","Murray State","College/University",1
203479,2013,"Jamaal","Franklin","Jamaal Franklin","SG-SF",76,"6' 4''",77.25,"6' 5.25''",190.8,83.25,"6' 11.25''",103.5,"8' 7.5''",8.25,8.5,8.25,NA,NA,NA,NA,NA,NA,"Jamaal Franklin",2,11,41,"Draft",1610612763,"Memphis","Grizzlies","MEM","San Diego State","College/University",1
203481,2013,"Jeff","Withey","Jeff Withey","C",82.75,"6' 10.75''",84.5,"7' 0.5''",221.8,86,"7' 2''",110.5,"9' 2.5''",8.65,9,9.75,26.5,29,12.49,3.29,3.47,10,"Jeff Withey",2,9,39,"Draft",1610612757,"Portland","Trail Blazers","POR","Kansas","College/University",1
203482,2013,"Kelly","Olynyk","Kelly Olynyk","PF-C",82.75,"6' 10.75''",84,"7' 0''",234,81.75,"6' 9.75''",108,"9' 0''",6.65,8.5,10,24.5,29.5,11.42,2.99,3.59,5,"Kelly Olynyk",1,13,13,"Draft",1610612742,"Dallas","Mavericks","DAL","Gonzaga","College/University",1
203484,2013,"Kentavious","Caldwell-Pope","Kentavious Caldwell-Pope","SG",76.5,"6' 4.5''",77.5,"6' 5.5''",203.6,80,"6' 8''",100.5,"8' 4.5''",6.45,8.5,9,29,34.5,10.6,3.2,3.12,7,"Kentavious Caldwell-Pope",1,8,8,"Draft",1610612765,"Detroit","Pistons","DET","Georgia","College/University",1
203485,2013,"Lorenzo","Brown","Lorenzo Brown","PG",76,"6' 4''",77.25,"6' 5.25''",189.2,79,"6' 7''",100,"8' 4''",3.95,8.25,8.5,28,34,11.78,3.24,3.4,8,"Lorenzo Brown",2,22,52,"Draft",1610612750,"Minnesota","Timberwolves","MIN","North Carolina State","College/University",1
203486,2013,"Mason","Plumlee","Mason Plumlee","C-PF",83.25,"6' 11.25''",84.5,"7' 0.5''",238.2,83,"6' 11''",108,"9' 0''",6.15,9.75,9.5,30.5,36,10.89,2.76,3.29,14,"Mason Plumlee",1,22,22,"Draft",1610612751,"Brooklyn","Nets","BKN","Duke","College/University",1
203487,2013,"Michael","Carter-Williams","Michael Carter-Williams","PG",76.75,"6' 4.75''",77.75,"6' 5.75''",184.4,79.25,"6' 7.25''",101,"8' 5''",4.4,7.5,8.5,31.5,41,10.68,3.7,3.22,8,"Michael Carter-Williams",1,11,11,"Draft",1610612755,"Philadelphia","76ers","PHI","Syracuse","College/University",1
203488,2013,"Mike","Muscala","Mike Muscala","C-PF",82.25,"6' 10.25''",83.5,"6' 11.5''",230.2,85,"7' 1''",108,"9' 0''",6.8,8.5,9,28,33.5,11.76,2.99,3.44,5,"Mike Muscala",2,14,44,"Draft",1610612742,"Dallas","Mavericks","DAL","Bucknell","College/University",1
203489,2013,"Nate","Wolters","Nate Wolters","PG",75.5,"6' 3.5''",76.75,"6' 4.75''",196.4,75.75,"6' 3.75''",98,"8' 2''",5.5,8.25,8.75,NA,NA,NA,NA,NA,8,"Nate Wolters",2,8,38,"Draft",1610612764,"Washington","Wizards","WAS","South Dakota State","College/University",1
203490,2013,"Otto","Porter","Otto Porter","SF",79.5,"6' 7.5''",80.5,"6' 8.5''",197.6,85.5,"7' 1.5''",105.5,"8' 9.5''",6.65,8.75,9.25,27,36,11.25,3.06,3.4,9,"Otto Porter Jr.",1,3,3,"Draft",1610612764,"Washington","Wizards","WAS","Georgetown","College/University",1
203491,2013,"Peyton","Siva","Peyton Siva","PG",71.5,"5' 11.5''",73,"6' 1''",180.6,75,"6' 3''",93,"7' 9''",6.05,8,9.75,33.5,41.5,10.59,2.93,3.16,15,"Peyton Siva",2,26,56,"Draft",1610612765,"Detroit","Pistons","DET","Louisville","College/University",1
203492,2013,"Ray","McCallum","Ray McCallum","PG",72.25,"6' 0.25''",73.75,"6' 1.75''",191.4,75.25,"6' 3.25''",96.5,"8' 0.5''",7.3,8,8.75,30.5,40,10.82,3.08,3.25,5,"Ray McCallum",2,6,36,"Draft",1610612758,"Sacramento","Kings","SAC","Detroit Mercy","College/University",1
203493,2013,"Reggie","Bullock","Reggie Bullock","SG-SF",77.75,"6' 5.75''",79,"6' 7''",199.8,80.75,"6' 8.75''",102,"8' 6''",6.95,8.5,9,31,36.5,11.33,3.3,3.31,11,"Reggie Bullock",1,25,25,"Draft",1610612746,"Los Angeles","Clippers","LAC","North Carolina","College/University",1
203495,2013,"Ricky","Ledo","Ricky Ledo","SG",76.75,"6' 4.75''",78,"6' 6''",197.2,79.25,"6' 7.25''",102.5,"8' 6.5''",10.25,8.5,9.25,27,33.5,10.72,3.16,3.32,4,"Ricky Ledo",2,13,43,"Draft",1610612749,"Milwaukee","Bucks","MIL","Providence","College/University",1
203497,2013,"Rudy","Gobert","Rudy Gobert","C",84.5,"7' 0.5''",86,"7' 2''",237.6,92.5,"7' 8.5''",115,"9' 7''",4.4,9.75,10,25,29,12.85,3.19,3.57,7,"Rudy Gobert",1,27,27,"Draft",1610612743,"Denver","Nuggets","DEN","Cholet Basket (France)","Other Team/Club",1
203498,2013,"Shabazz","Muhammad","Shabazz Muhammad","SF-SG",76.75,"6' 4.75''",78.25,"6' 6.25''",221.8,83,"6' 11''",104.5,"8' 8.5''",9,9,10,29.5,37,10.99,2.93,3.32,10,"Shabazz Muhammad",1,14,14,"Draft",1610612762,"Utah","Jazz","UTA","California-Los Angeles","College/University",1
203499,2013,"Shane","Larkin","Shane Larkin","PG",70.25,"5' 10.25''",71.5,"5' 11.5''",170.8,70.75,"5' 10.75''",89.5,"7' 5.5''",3.8,7.5,8.75,34.5,44,10.64,3.03,3.08,12,"Shane Larkin",1,18,18,"Draft",1610612737,"Atlanta","Hawks","ATL","Miami (FL)","College/University",1
203500,2013,"Steven","Adams","Steven Adams","C",82.75,"6' 10.75''",84,"7' 0''",254.5,88.5,"7' 4.5''",109.5,"9' 1.5''",6.65,9.5,11,28.5,33,11.85,3.02,3.4,16,"Steven Adams",1,12,12,"Draft",1610612760,"Oklahoma City","Thunder","OKC","Pittsburgh","College/University",1
203501,2013,"Tim","Hardaway Jr.","Tim Hardaway Jr.","SG",76.5,"6' 4.5''",78.25,"6' 6.25''",199.4,79,"6' 7''",101,"8' 5''",6.05,8,9.25,31.5,37.5,10.68,2.93,3.25,16,"Tim Hardaway Jr.",1,24,24,"Draft",1610612752,"New York","Knicks","NYK","Michigan","College/University",1
203502,2013,"Tony","Mitchell","Tony Mitchell","PF-SF",79.5,"6' 7.5''",80.75,"6' 8.75''",236.4,86.5,"7' 2.5''",106.5,"8' 10.5''",5.55,9,10,33.5,38,11.82,3.25,3.52,13,"Tony Mitchell",2,7,37,"Draft",1610612765,"Detroit","Pistons","DET","North Texas","College/University",1
203503,2013,"Tony","Snell","Tony Snell","SF-SG",78,"6' 6''",79.25,"6' 7.25''",198.2,83.5,"6' 11.5''",105.5,"8' 9.5''",4.85,9,9.5,30,36.5,11.36,2.84,3.25,7,"Tony Snell",1,20,20,"Draft",1610612741,"Chicago","Bulls","CHI","New Mexico","College/University",1
203504,2013,"Trey","Burke","Trey Burke","PG",71.75,"5' 11.75''",73.25,"6' 1.25''",187,77.5,"6' 5.5''",97.5,"8' 1.5''",6.9,8.25,8.75,29.5,36.5,11.2,3.01,3.16,3,"Trey Burke",1,9,9,"Draft",1610612750,"Minnesota","Timberwolves","MIN","Michigan","College/University",1
203506,2013,"Victor","Oladipo","Victor Oladipo","SG",75.25,"6' 3.25''",76.25,"6' 4.25''",213.2,81.25,"6' 9.25''",100.5,"8' 4.5''",6.55,8.75,9.25,33,42,10.69,3.14,3.25,15,"Victor Oladipo",1,2,2,"Draft",1610612753,"Orlando","Magic","ORL","Indiana","College/University",1
203510,2013,"Pierre","Jackson","Pierre Jackson","PG",69.5,"5' 9.5''",70.5,"5' 10.5''",176,70,"5' 10''",90,"7' 6''",4.5,7.5,8.25,NA,NA,NA,NA,NA,NA,"Pierre Jackson",2,12,42,"Draft",1610612755,"Philadelphia","76ers","PHI","Baylor","College/University",1
203511,2013,"Grant","Jerrett","Grant Jerrett","PF",80.75,"6' 8.75''",82.25,"6' 10.25''",232,86,"7' 2''",109,"9' 1''",10.05,8.5,9.25,28.5,34,11.85,3.23,3.51,2,"Grant Jerrett",2,10,40,"Draft",1610612757,"Portland","Trail Blazers","POR","Arizona","College/University",1
203513,2013,"Erik","Murphy","Erik Murphy","PF",80.75,"6' 8.75''",81.5,"6' 9.5''",239.8,82.5,"6' 10.5''",108,"9' 0''",7.95,8.75,9.75,24.5,29.5,12.19,2.96,3.57,13,"Erik Murphy",2,19,49,"Draft",1610612741,"Chicago","Bulls","CHI","Florida","College/University",1
203516,2013,"James","Ennis","James Ennis","SF",77.75,"6' 5.75''",79,"6' 7''",200.8,83.5,"6' 11.5''",104.5,"8' 8.5''",4.5,8.5,8.75,29.5,36.5,11.55,3.06,3.4,7,"James Ennis III",2,20,50,"Draft",1610612737,"Atlanta","Hawks","ATL","Long Beach State","College/University",1
203524,2013,"Solomon","Hill","Solomon Hill","SF",77.5,"6' 5.5''",79,"6' 7''",226,81,"6' 9''",103,"8' 7''",7.6,9,10.5,29.5,37.5,10.77,2.91,3.19,14,"Solomon Hill",1,23,23,"Draft",1610612754,"Indiana","Pacers","IND","Arizona","College/University",1
203527,2013,"Ryan","Kelly","Ryan Kelly","PF",81.75,"6' 9.75''",83.75,"6' 11.75''",228,83.5,"6' 11.5''",110,"9' 2''",14.75,9,10,NA,NA,NA,NA,NA,NA,"Ryan Kelly",2,18,48,"Draft",1610612747,"Los Angeles","Lakers","LAL","Duke","College/University",1
2198,2001,"Kwame","Brown","Kwame Brown","PF-C",82,"6' 10''",NA,"",243,85,"7' 1''",108,"9' 0''",8.9,NA,NA,30,33,11.59,NA,3.45,17,"Kwame Brown",1,1,1,"Draft",1610612764,"Washington","Wizards","WAS","Glynn Academy","High School",1
2199,2001,"Tyson","Chandler","Tyson Chandler","SF-PF",83.5,"6' 11.5''",NA,"",224,87,"7' 3''",110,"9' 2''",6.7,NA,NA,31,33.5,12.13,NA,3.36,2,"Tyson Chandler",1,2,2,"Draft",1610612746,"Los Angeles","Clippers","LAC","Dominguez","High School",1
2201,2001,"Eddy","Curry","Eddy Curry","C",82.5,"6' 10.5''",NA,"",301,90.5,"7' 6.5''",111,"9' 3''",16.5,NA,NA,28,31,12.25,NA,3.53,16,"Eddy Curry",1,4,4,"Draft",1610612741,"Chicago","Bulls","CHI","Thornwood","High School",1
2202,2001,"Jason","Richardson","Jason Richardson","SF-SG",76.75,"6' 4.75''",NA,"",213,83.5,"6' 11.5''",102.5,"8' 6.5''",5.3,NA,NA,32.5,39.5,11.75,NA,3.12,15,"Jason Richardson",1,5,5,"Draft",1610612744,"Golden State","Warriors","GSW","Michigan State","College/University",1
2203,2001,"Shane","Battier","Shane Battier","SF-PF",80.25,"6' 8.25''",NA,"",229,82.5,"6' 10.5''",105,"8' 9''",9.3,NA,NA,29.5,33,10.95,NA,3.3,12,"Shane Battier",1,6,6,"Draft",1610612763,"Memphis","Grizzlies","MEM","Duke","College/University",1
2204,2001,"Eddie","Griffin","Eddie Griffin","PF-SF",81.25,"6' 9.25''",NA,"",222,87,"7' 3''",110,"9' 2''",4,NA,NA,26.5,33,11.77,NA,3.21,3,"Eddie Griffin",1,7,7,"Draft",1610612751,"New Jersey","Nets","NJN","Seton Hall","College/University",1
2205,2001,"DeSagana","Diop","DeSagana Diop","C",82,"6' 10''",NA,"",314,90.5,"7' 6.5''",113,"9' 5''",21,NA,NA,21.5,25.5,12.37,NA,3.56,15,"DeSagana Diop",1,8,8,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Oak Hill Academy","High School",1
2206,2001,"Rodney","White","Rodney White","SF",79.5,"6' 7.5''",NA,"",243,83.5,"6' 11.5''",104.5,"8' 8.5''",9.3,NA,NA,27.5,33,12.07,NA,3.47,16,"Rodney White",1,9,9,"Draft",1610612765,"Detroit","Pistons","DET","North Carolina-Charlotte","College/University",1
2207,2001,"Joe","Johnson","Joe Johnson","SF-SG",78.75,"6' 6.75''",NA,"",226,81,"6' 9''",105,"8' 9''",6.7,NA,NA,32.5,36.5,12.05,NA,3.4,12,"Joe Johnson",1,10,10,"Draft",1610612738,"Boston","Celtics","BOS","Arkansas","College/University",1
2210,2001,"Richard","Jefferson","Richard Jefferson","SF",79.25,"6' 7.25''",NA,"",223,84,"7' 0''",103,"8' 7''",6.7,NA,NA,33,38.5,11.19,NA,3.15,14,"Richard Jefferson",1,13,13,"Draft",1610612745,"Houston","Rockets","HOU","Arizona","College/University",1
2211,2001,"Troy","Murphy","Troy Murphy","PF",81.75,"6' 9.75''",NA,"",230,83,"6' 11''",105.5,"8' 9.5''",11.7,NA,NA,28.5,34.5,11.22,NA,3.43,11,"Troy Murphy",1,14,14,"Draft",1610612744,"Golden State","Warriors","GSW","Notre Dame","College/University",1
2212,2001,"Steven","Hunter","Steven Hunter","C-PF",82.25,"6' 10.25''",NA,"",224,88,"7' 4''",108,"9' 0''",5.3,NA,NA,30.5,38.5,11.99,NA,3.15,11,"Steven Hunter",1,15,15,"Draft",1610612753,"Orlando","Magic","ORL","DePaul","College/University",1
2213,2001,"Kirk","Haston","Kirk Haston","PF-SF",80,"6' 8''",NA,"",242,84.25,"7' 0.25''",106,"8' 10''",10.5,NA,NA,27,31.5,12.25,NA,3.35,11,"Kirk Haston",1,16,16,"Draft",1610612766,"Charlotte","Hornets","CHH","Indiana","College/University",1
2214,2001,"Michael","Bradley","Michael Bradley","PF",81.5,"6' 9.5''",NA,"",227,85.5,"7' 1.5''",107,"8' 11''",9.3,NA,NA,27,30,11.11,NA,3.35,13,"Michael Bradley",1,17,17,"Draft",1610612761,"Toronto","Raptors","TOR","Villanova","College/University",1
2215,2001,"Jason","Collins","Jason Collins","PF-C",82.25,"6' 10.25''",NA,"",251,88.5,"7' 4.5''",110,"9' 2''",12.9,NA,NA,25.5,28.5,12.1,NA,3.54,8,"Jason Collins",1,18,18,"Draft",1610612745,"Houston","Rockets","HOU","Stanford","College/University",1
2217,2001,"Brendan","Haywood","Brendan Haywood","C",83.75,"6' 11.75''",NA,"",266,90.5,"7' 6.5''",113.5,"9' 5.5''",12.9,NA,NA,27,28.5,12.87,NA,3.5,17,"Brendan Haywood",1,20,20,"Draft",1610612739,"Cleveland","Cavaliers","CLE","North Carolina","College/University",1
2218,2001,"Joseph","Forte","Joseph Forte","SG",75.5,"6' 3.5''",NA,"",193,78.5,"6' 6.5''",100.5,"8' 4.5''",NA,NA,NA,26.5,33,11.51,NA,3.19,10,"Joseph Forte",1,21,21,"Draft",1610612738,"Boston","Celtics","BOS","North Carolina","College/University",1
2219,2001,"Jeryl","Sasser","Jeryl Sasser","PG-SG",77.5,"6' 5.5''",NA,"",194,82.5,"6' 10.5''",103.5,"8' 7.5''",6.7,NA,NA,29,34,11.47,NA,3.22,1,"Jeryl Sasser",1,22,22,"Draft",1610612753,"Orlando","Magic","ORL","Southern Methodist","College/University",1
2220,2001,"Brandon","Armstrong","Brandon Armstrong","SG",75.5,"6' 3.5''",NA,"",188,81.5,"6' 9.5''",99.5,"8' 3.5''",9.3,NA,NA,30,37,10.91,NA,3.2,6,"Brandon Armstrong",1,23,23,"Draft",1610612745,"Houston","Rockets","HOU","Pepperdine","College/University",1
2224,2001,"Jamaal","Tinsley","Jamaal Tinsley","PG",72.75,"6' 0.75''",NA,"",199,79.5,"6' 7.5''",97.5,"8' 1.5''",13.6,NA,NA,28,37.5,11.96,NA,3.2,1,"Jamaal Tinsley",1,27,27,"Draft",1610612763,"Memphis","Grizzlies","MEM","Iowa State","College/University",1
2226,2001,"Will","Solomon","Will Solomon","PG-SG",71.75,"5' 11.75''",NA,"",172,81.5,"6' 9.5''",99.5,"8' 3.5''",4,NA,NA,28.5,35,11.3,NA,3.22,4,"Will Solomon",2,4,32,"Draft",1610612763,"Memphis","Grizzlies","MEM","Clemson","College/University",1
2228,2001,"Alton","Ford","Alton Ford","PF",80.25,"6' 8.25''",NA,"",271,82.5,"6' 10.5''",102.5,"8' 6.5''",8,NA,NA,34.5,36.5,11.7,NA,3.16,21,"Alton Ford",2,22,50,"Draft",1610612756,"Phoenix","Suns","PHX","Houston","College/University",1
2239,2001,"Trenton","Hassell","Trenton Hassell","SG-SF",76.25,"6' 4.25''",NA,"",205,80,"6' 8''",99.5,"8' 3.5''",5.3,NA,NA,35.5,37.5,11.57,NA,3.29,12,"Trenton Hassell",2,1,29,"Draft",1610612741,"Chicago","Bulls","CHI","Austin Peay","College/University",1
2240,2001,"Gilbert","Arenas","Gilbert Arenas","SG",74.25,"6' 2.25''",NA,"",199,81.5,"6' 9.5''",99.5,"8' 3.5''",5.3,NA,NA,31.5,36,NA,NA,3.25,12,"Gilbert Arenas",2,2,30,"Draft",1610612744,"Golden State","Warriors","GSW","Arizona","College/University",1
2241,2001,"Omar","Cook","Omar Cook","PG",71.5,"5' 11.5''",NA,"",189,77.5,"6' 5.5''",92,"7' 8''",5.5,NA,NA,31,35.5,10.77,NA,3.2,9,"Omar Cook",2,3,31,"Draft",1610612753,"Orlando","Magic","ORL","St. John's (NY)","College/University",1
2243,2001,"Brian","Scalabrine","Brian Scalabrine","PF-SF",80.75,"6' 8.75''",NA,"",241,81.75,"6' 9.75''",105.5,"8' 9.5''",13.6,NA,NA,27,30.5,11.75,NA,3.47,14,"Brian Scalabrine",2,6,34,"Draft",1610612751,"New Jersey","Nets","NJN","Southern California","College/University",1
2245,2001,"Damone","Brown","Damone Brown","SF",80.25,"6' 8.25''",NA,"",202,83.75,"6' 11.75''",104.5,"8' 8.5''",6.7,NA,NA,32,37,11.81,NA,3.27,6,"Damone Brown",2,8,36,"Draft",1610612755,"Philadelphia","76ers","PHI","Syracuse","College/University",1
2248,2001,"Earl","Watson","Earl Watson","PG",72,"6' 0''",NA,"",184,78.75,"6' 6.75''",97,"8' 1''",4,NA,NA,32.5,37.5,10.97,NA,3.19,4,"Earl Watson",2,11,39,"Draft",1610612760,"Seattle","SuperSonics","SEA","California-Los Angeles","College/University",1
2249,2001,"Jamison","Brewer","Jamison Brewer","PG",74.5,"6' 2.5''",NA,"",178,80.75,"6' 8.75''",102.5,"8' 6.5''",6.7,NA,NA,26,32.5,9.65,NA,3.15,12,"Jamison Brewer",2,12,40,"Draft",1610612754,"Indiana","Pacers","IND","Auburn","College/University",1
2250,2001,"Bobby","Simmons","Bobby Simmons","SF",78.25,"6' 6.25''",NA,"",235,84.25,"7' 0.25''",105,"8' 9''",6.7,NA,NA,27.5,34,11.69,NA,3.41,12,"Bobby Simmons",2,13,41,"Draft",1610612760,"Seattle","SuperSonics","SEA","DePaul","College/University",1
2251,2001,"Eric","Chenowith","Eric Chenowith","C",85,"7' 1''",NA,"",264,88,"7' 4''",111,"9' 3''",12.9,NA,NA,23.5,27.5,12.5,NA,3.59,6,"Eric Chenowith",2,14,42,"Draft",1610612752,"New York","Knicks","NYK","Kansas","College/University",1
2253,2001,"Sean","Lampley","Sean Lampley","SF",77.5,"6' 5.5''",NA,"",213,81.25,"6' 9.25''",101,"8' 5''",8,NA,NA,36,40,11.06,NA,3.12,12,"Sean Lampley",2,16,44,"Draft",1610612741,"Chicago","Bulls","CHI","California","College/University",1
2254,2001,"Loren","Woods","Loren Woods","C-PF",84.75,"7' 0.75''",NA,"",246,89.5,"7' 5.5''",113,"9' 5''",9.3,NA,NA,24.5,28,11.83,NA,3.48,10,"Loren Woods",2,17,45,"Draft",1610612750,"Minnesota","Timberwolves","MIN","Arizona","College/University",1
2256,2001,"Ken","Johnson","Ken Johnson","C",82.75,"6' 10.75''",NA,"",227,88,"7' 4''",109.5,"9' 1.5''",9.9,NA,NA,32.5,35,11.27,NA,3.12,13,"Ken Johnson",2,20,48,"Draft",1610612748,"Miami","Heat","MIA","Ohio State","College/University",1
2257,2001,"Ruben","Boumtje-Boumtje","Ruben Boumtje-Boumtje","C",83.5,"6' 11.5''",NA,"",245,88,"7' 4''",111,"9' 3''",6,NA,NA,26.5,31,11.84,NA,3.33,6,"Ruben Boumtje-Boumtje",2,21,49,"Draft",1610612757,"Portland","Trail Blazers","POR","Georgetown","College/University",1
2260,2001,"Jarron","Collins","Jarron Collins","C-PF",81.25,"6' 9.25''",NA,"",252,87,"7' 3''",104,"8' 8''",15.2,NA,NA,23,29,11.65,NA,3.6,10,"Jarron Collins",2,24,52,"Draft",1610612762,"Utah","Jazz","UTA","Stanford","College/University",1
2730,2004,"Dwight","Howard","Dwight Howard","PF-C",81,"6' 9''",82.25,"6' 10.25''",240,88.5,"7' 4.5''",111.5,"9' 3.5''",10.5,NA,NA,30.5,35.5,11.21,NA,3.14,7,"Dwight Howard",1,1,1,"Draft",1610612753,"Orlando","Magic","ORL","Southwest Atlanta Christian Academy","High School",1
2731,2004,"Emeka","Okafor","Emeka Okafor","C-PF",80.75,"6' 8.75''",82,"6' 10''",257,88,"7' 4''",110.5,"9' 2.5''",5.3,NA,NA,31.5,34,12.32,NA,3.15,22,"Emeka Okafor",1,2,2,"Draft",1610612766,"Charlotte","Bobcats","CHA","Connecticut","College/University",1
2732,2004,"Ben","Gordon","Ben Gordon","PG-SG",73,"6' 1''",74.25,"6' 2.25''",192,80.5,"6' 8.5''",99,"8' 3''",5.3,NA,NA,31.5,37.5,11.28,NA,3.19,12,"Ben Gordon",1,3,3,"Draft",1610612741,"Chicago","Bulls","CHI","Connecticut","College/University",1
2733,2004,"Shaun","Livingston","Shaun Livingston","PG-SG",78.25,"6' 6.25''",79.5,"6' 7.5''",186,83,"6' 11''",105.5,"8' 9.5''",6.7,NA,NA,26.5,30,10.72,NA,3.23,NA,"Shaun Livingston",1,4,4,"Draft",1610612746,"Los Angeles","Clippers","LAC","Peoria","High School",1
2734,2004,"Devin","Harris","Devin Harris","PG",73.75,"6' 1.75''",75,"6' 3''",170,79.5,"6' 7.5''",98.5,"8' 2.5''",5.3,NA,NA,30.5,37,11.03,NA,3.19,5,"Devin Harris",1,5,5,"Draft",1610612764,"Washington","Wizards","WAS","Wisconsin","College/University",1
2735,2004,"Josh","Childress","Josh Childress","SG-SF",77.75,"6' 5.75''",79.25,"6' 7.25''",196,83,"6' 11''",105,"8' 9''",9.3,NA,NA,29,36,11.95,NA,3.38,11,"Josh Childress",1,6,6,"Draft",1610612737,"Atlanta","Hawks","ATL","Stanford","College/University",1
2736,2004,"Luol","Deng","Luol Deng","SF",79,"6' 7''",80,"6' 8''",220,84.5,"7' 0.5''",108.5,"9' 0.5''",6.7,NA,NA,27.5,31.5,11.46,NA,3.34,5,"Luol Deng",1,7,7,"Draft",1610612756,"Phoenix","Suns","PHX","Duke","College/University",1
2738,2004,"Andre","Iguodala","Andre Iguodala","SG-SF",77.75,"6' 5.75''",78.75,"6' 6.75''",217,83,"6' 11''",105.5,"8' 9.5''",6.7,NA,NA,30.5,34.5,11.17,NA,3.18,4,"Andre Iguodala",1,9,9,"Draft",1610612755,"Philadelphia","76ers","PHI","Arizona","College/University",1
2739,2004,"Luke","Jackson","Luke Jackson","SF-SG",78,"6' 6''",79,"6' 7''",212,80.5,"6' 8.5''",103,"8' 7''",8,NA,NA,26.5,36,11.1,NA,3.24,13,"Luke Jackson",1,10,10,"Draft",1610612739,"Cleveland","Cavaliers","CLE","Oregon","College/University",1
2740,2004,"Andris","Biedrins","Andris Biedrins","C",NA,"",NA,"",NA,NA,"",NA,"",9.3,NA,NA,NA,NA,NA,NA,NA,NA,"Andris Biedrins",1,11,11,"Draft",1610612744,"Golden State","Warriors","GSW","BK Skonto (Latvia)","Other Team/Club",1
2743,2004,"Kris","Humphries","Kris Humphries","PF",80.25,"6' 8.25''",81.5,"6' 9.5''",238,84.5,"7' 0.5''",106.5,"8' 10.5''",6.7,NA,NA,29.5,36,11.33,NA,3.2,22,"Kris Humphries",1,14,14,"Draft",1610612762,"Utah","Jazz","UTA","Minnesota","College/University",1
2744,2004,"Al","Jefferson","Al Jefferson","PF-SF",80.5,"6' 8.5''",81.75,"6' 9.75''",263,86.5,"7' 2.5''",110,"9' 2''",10.5,NA,NA,28.5,30,13.08,NA,3.29,3,"Al Jefferson",1,15,15,"Draft",1610612738,"Boston","Celtics","BOS","Prentiss","High School",1
2745,2004,"Kirk","Snyder","Kirk Snyder","SG-SF",78,"6' 6''",78.75,"6' 6.75''",228,81,"6' 9''",104,"8' 8''",9.3,NA,NA,30,35,10.79,NA,3.13,19,"Kirk Snyder",1,16,16,"Draft",1610612762,"Utah","Jazz","UTA","Nevada-Reno","College/University",1
2746,2004,"Josh","Smith","Josh Smith","SG-SF",79,"6' 7''",80.25,"6' 8.25''",221,84,"7' 0''",106.5,"8' 10.5''",6.7,NA,NA,32.5,39.5,11.43,NA,3.24,12,"Josh Smith",1,17,17,"Draft",1610612737,"Atlanta","Hawks","ATL","Oak Hill Academy","High School",1
2747,2004,"J.R.","Smith","J.R. Smith","SG-SF",77.5,"6' 5.5''",78.75,"6' 6.75''",227,82,"6' 10''",104,"8' 8''",6.7,NA,NA,29,35.5,10.93,NA,3.21,5,"JR Smith",1,18,18,"Draft",1610612740,"New Orleans","Hornets","NOH","Saint Benedict's Preparatory School","High School",1
2749,2004,"Jameer","Nelson","Jameer Nelson","PG",71,"5' 11''",72.5,"6' 0.5''",199,74.5,"6' 2.5''",95,"7' 11''",8,NA,NA,28.5,33.5,10.95,NA,3.14,15,"Jameer Nelson",1,20,20,"Draft",1610612743,"Denver","Nuggets","DEN","Saint Joseph's","College/University",1
2753,2004,"Delonte","West","Delonte West","PG-SG",73.5,"6' 1.5''",74.75,"6' 2.75''",183,78,"6' 6''",99.5,"8' 3.5''",6.7,NA,NA,30,35,11.2,NA,3.15,12,"Delonte West",1,24,24,"Draft",1610612738,"Boston","Celtics","BOS","Saint Joseph's","College/University",1
2754,2004,"Tony","Allen","Tony Allen","SG",75.5,"6' 3.5''",76.25,"6' 4.25''",214,81,"6' 9''",102,"8' 6''",6.7,NA,NA,31.5,36.5,10.7,NA,3.19,17,"Tony Allen",1,25,25,"Draft",1610612738,"Boston","Celtics","BOS","Oklahoma State","College/University",1
2757,2004,"Beno","Udrih","Beno Udrih","PG",74.5,"6' 2.5''",75.75,"6' 3.75''",199,76.5,"6' 4.5''",98,"8' 2''",9.3,NA,NA,NA,NA,NA,NA,NA,2,"Beno Udrih",1,28,28,"Draft",1610612759,"San Antonio","Spurs","SAS","Olimpia Milano (Italy)","Other Team/Club",1
2761,2004,"Jackson","Vroman","Jackson Vroman","PF-C",81.25,"6' 9.25''",82.75,"6' 10.75''",226,84,"7' 0''",105.5,"8' 9.5''",6.7,NA,NA,29.5,33.5,10.75,NA,3.25,12,"Jackson Vroman",2,2,31,"Draft",1610612741,"Chicago","Bulls","CHI","Iowa State","College/University",1
