"season","position","height_wo_shoes","weight","wingspan","standing_reach","max_vertical_leap","body_fat_pct","hand_length","hand_width","standing_vertical_leap","max_vertical_leap.1","lane_agility_time","three_quarter_sprint","bench_press"
2020,4,81.25,246.8,86,105.5,38,5.9,9,10.5,33,38,10.94,3.2,NA
2020,5,81.25,246.8,86,105.5,38,5.9,9,10.5,33,38,10.94,3.2,NA
2020,2,74,185.8,80.25,99,35.5,8.2,8,8.75,29.5,35.5,11.21,3.17,NA
2020,4,80.5,219.2,86,109.5,37.5,6.83,9,8.75,26.5,37.5,12.29,3.45,NA
2020,2,75,170.4,79.5,101,NA,4.7,8.25,8.25,NA,NA,NA,NA,NA
2020,2,77,201.6,79,99.5,44,5.8,8.25,9,34.5,44,11.4,3.09,NA
2020,1,72.25,178.4,77.25,96.5,39.5,5.4,8,8.5,32.5,39.5,11.17,3.07,NA
2020,2,72.25,178.4,77.25,96.5,39.5,5.4,8,8.5,32.5,39.5,11.17,3.07,NA
2020,2,77,185.2,81.5,104.5,NA,3.7,8.25,9.75,NA,NA,NA,NA,NA
2020,3,77,185.2,81.5,104.5,NA,3.7,8.25,9.75,NA,NA,NA,NA,NA
2020,5,82.5,241.6,86.25,110,34,8.5,9,9,30,34,11.42,3.25,NA
2020,4,79.5,266.5,86,106,32.5,8.5,10.25,11,26,32.5,11.8,3.49,NA
2020,5,79.5,266.5,86,106,32.5,8.5,10.25,11,26,32.5,11.8,3.49,NA
2020,1,72.5,196,78,97,28,9,8.75,8.25,24,28,11.15,3.61,NA
2020,3,77.5,230.2,86,105.5,38,4.5,9,10.75,32,38,11.1,3.18,NA
2020,2,75,204,78,99,37.5,7.4,8,9.75,29,37.5,10.65,3.3,NA
2020,2,74.75,193.4,79,97.5,42.5,4.4,8.25,9.5,37.5,42.5,10.59,3.11,NA
2020,3,78,213.2,79.25,102,38.5,5.9,8.5,8.75,31.5,38.5,11.93,3.16,NA
2020,4,78,213.2,79.25,102,38.5,5.9,8.5,8.75,31.5,38.5,11.93,3.16,NA
2022,2,76.5,216.8,82.25,104,39,5.4,8.75,9.5,32,39,10.77,3.13,NA
2023,3,77.5,230.2,80,99.5,35,NA,8.25,9,31.5,35,11.26,3.2,NA
2022,4,77.5,243,83.75,103.5,38,12.2,8.25,9.25,35.5,38,11.11,3.26,NA
2022,2,77.75,192.8,80,106,35,3.8,8,9.25,29.5,35,11.02,3.07,NA
2022,3,77.75,192.8,80,106,35,3.8,8,9.25,29.5,35,11.02,3.07,NA
2022,2,76.5,180.4,77.5,102,31.5,8.8,7.5,8.5,24.5,31.5,11.36,3.4,NA
2022,2,77.25,196.6,84.75,106,NA,5.3,9,9,NA,NA,NA,NA,NA
2022,2,78,195.2,82.5,105,34,4.9,8.5,9.75,29,34,10.81,3.22,NA
2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,76.5,204.6,81,104,NA,5.7,8.5,9.75,NA,NA,NA,NA,NA
2022,1,76.25,196.4,80.5,103.5,NA,6.7,8.5,10.25,NA,NA,NA,NA,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,76.25,198,83.5,103.5,NA,4.8,9,9.25,NA,NA,NA,NA,NA
2022,2,74.25,196.4,80,99.5,NA,12,8.5,9.25,NA,NA,NA,NA,NA
2022,2,76,194.8,82,102.5,35,6.1,8.5,9.75,29,35,11.38,3.17,NA
2022,2,75,187.2,81.25,103,36,5.6,8.25,9,30,36,11.55,3.21,NA
2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,4,78.75,217.4,86,107.5,NA,5.9,9.25,11,NA,NA,NA,NA,NA
2022,3,81.5,222.6,84.25,108.5,NA,7.4,8.75,9.75,NA,NA,NA,NA,NA
2022,2,76.25,189.2,80.75,102.5,37.5,4.8,8,8.5,32,37.5,10.82,3.07,NA
2022,5,84,242.4,90.5,117,NA,5.4,9,9.75,NA,NA,NA,NA,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,76.25,217.2,84.5,101,38.5,7.5,8.75,10.25,32.5,38.5,10.94,3.3,NA
2022,3,78.25,201.2,83,103,41,4.9,9,9,31.5,41,11.57,3.29,NA
2022,1,71.5,172.2,77.25,97,41.5,4.4,8.5,9.5,31,41.5,10.73,NA,NA
2022,2,76.5,209.2,86.25,105.5,39,8.9,8.5,9.5,33.5,39,11.13,3.11,NA
2022,3,81.25,230.8,85.75,110.5,26.5,8.9,8.75,9.5,23.5,26.5,12.25,3.45,NA
2022,5,84.25,256,88.25,113,NA,14.7,8.5,8.5,NA,NA,NA,NA,NA
2022,5,80.75,236.6,85,108.5,30,8,8.5,10.5,24.5,30,11.64,3.5,NA
2022,1,72.5,191.8,78.5,99.5,37,7.8,8.5,9.5,30,37,11.38,3.26,NA
2022,2,77.25,181.2,80.75,103.5,34,5.4,8.75,9.5,29.5,34,11.12,3.27,NA
2023,3,78,208.8,81.25,105,34.5,NA,8.25,8.25,27.5,34.5,10.94,3.31,NA
2022,2,77.5,209.2,78.5,99.5,40,6.2,8,8.5,33.5,40,11,3.16,NA
2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,5,82.75,221,89.25,113,33.5,5.7,9,10.75,28,33.5,11.3,3.27,NA
2022,4,78.75,213.8,82.75,105,32.5,12.1,8.75,9.75,29.5,32.5,11.53,3.24,NA
2022,2,74,179.2,81.75,100.5,36.5,5,8,8.5,30.5,36.5,11.26,3.07,NA
2023,4,81.25,212.8,86,106.5,37.5,NA,9.5,10.5,32,37.5,11,3.33,NA
2022,1,76,196.2,80,102,31.5,8.6,8.25,10,25.5,31.5,11.42,3.4,NA
2023,3,78,226.4,81.5,99.5,39,NA,8.5,9.5,34.5,39,11.21,3.33,NA
2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,79.75,212.8,83.75,106,35,NA,8.5,9,29.5,35,11.11,3.3,NA
2023,1,73.25,195.6,79,99.5,35,NA,8.75,9.5,27,35,10.68,3.43,NA
2022,2,78,195.2,84.75,106,NA,5.4,8.5,9,NA,NA,NA,NA,NA
2023,2,74.5,178.4,78.75,97.5,37,NA,8.25,9.5,32.5,37,10.93,3.22,NA
2022,2,75.25,223.8,79.25,101,31,13.5,8.25,9,24.5,31,11.33,3.27,NA
2022,3,78.75,203.4,84.5,107.5,33.5,5.2,8.5,9.5,28,33.5,11.03,3.28,NA
2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,5,81.25,216.6,86.5,109.5,36.5,2.7,8.5,10.5,29,36.5,11.16,3.26,NA
2023,5,80.25,240.4,85,106,36.5,NA,9.25,10.75,33,36.5,11.8,3.2,NA
2022,4,78.75,227.2,81.5,104,34,9,8.5,10.25,27.5,34,10.58,3.37,NA
2022,4,76.5,260.8,83.5,105,35.5,11.6,8.75,10,27,35.5,10.75,3.22,NA
2023,5,82.25,212.6,87.25,110.5,NA,NA,9,10,NA,NA,NA,NA,NA
2023,3,77.5,223.8,81.75,104,35.5,NA,9.25,10,30.5,35.5,11.24,3.31,NA
2023,2,75.75,200.6,80,101,42,NA,8.75,9.5,33.5,42,11.07,3.18,NA
2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,80.25,213.6,84.5,107,36,NA,9.25,10.25,32.5,36,11.27,3.32,NA
2023,2,77.75,214.2,84,103.5,NA,NA,8.5,8.5,NA,NA,NA,NA,NA
2023,2,77.75,218.2,84,104,NA,NA,8.75,9.25,NA,NA,NA,NA,NA
2023,1,77.75,210,79.5,102.5,39,NA,8.25,9.5,32,39,11.04,3.35,NA
2023,2,78.25,204,80.75,101,34,NA,8.25,9,29,34,11.13,3.5,NA
2023,3,78,193.2,86,106,32.5,NA,8.5,9.5,27.5,32.5,11.18,3.43,NA
2023,4,80.25,214.4,83.5,106,37,NA,8.5,10,31,37,11.39,3.21,NA
2023,3,77.75,235,80.5,103.5,40.5,NA,8,8.25,31.5,40.5,10.82,3.2,NA
2023,4,78.5,248.6,86.5,104.5,38,NA,9,10,34.5,38,10.89,3.2,NA
2023,1,74.5,195.2,80.5,101,36,NA,8.5,9.25,28,36,10.82,3.34,NA
2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,76.25,216.6,82.25,100.5,NA,NA,9,9.75,NA,NA,NA,NA,NA
2023,2,78.25,207.2,84,104.5,36.5,NA,8.75,9.5,32.5,36.5,11.4,3.43,NA
2023,2,76.25,186,78.75,101.5,NA,NA,8.25,8.75,NA,NA,NA,NA,NA
2023,2,76.25,186.8,79.75,102.5,36,NA,8,9.25,29,36,11.71,3.26,NA
2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,77.75,217.2,82.25,103.5,NA,NA,8.5,10,NA,NA,NA,NA,NA
2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,76.5,199.2,80,103,35,NA,8.25,8.5,30.5,35,11.14,3.33,NA
2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,80.25,179.2,81,105,32.5,NA,8,8.25,27,32.5,11.54,3.49,NA
2023,2,75.25,190.8,79,103.5,35,NA,8,9.25,28.5,35,11.34,3.19,NA
2023,4,78.5,252.2,84.75,106.5,32,NA,8.75,9.75,28.5,32,11.39,3.33,NA
2023,4,79,220.4,84.5,107,33,NA,9,10,28.5,33,10.7,3.41,NA
2023,2,76,204.2,81,101.5,NA,NA,8.5,9,NA,NA,NA,NA,NA
2023,3,77.5,198.4,81.75,103,39.5,NA,8.25,9.5,30.5,39.5,10.83,3.14,NA
2023,3,76,238.6,84,103,NA,NA,9,9,NA,NA,NA,NA,NA
2023,3,78,219.2,83.25,104.5,37,NA,8.5,9,30.5,37,11.65,3.27,NA
2023,3,76,214.4,82.25,104,35.5,NA,8.5,9,31.5,35.5,11.02,3.15,NA
2023,3,76.5,191.6,83.75,103.5,36.5,NA,8.5,9.25,32,36.5,11.43,3.17,NA
2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,78.75,196.6,83.5,102,43,NA,8.5,9,36,43,11.09,3.32,NA
2023,2,75.75,203.8,77.5,96.5,39,NA,8.25,10,31.5,39,11.16,3.21,NA
2023,4,78.75,212.4,85,104,40.5,NA,8.25,10,35,40.5,10.59,3.21,NA
2023,2,77.25,194.6,79.75,100,35.5,NA,8.5,9.5,29.5,35.5,10.88,3.17,NA
2023,4,78.5,221.6,83.75,106,33,NA,9,9,29,33,11.26,3.29,NA
2023,5,83.25,223.4,86.5,111,30.5,NA,9,10.25,26,30.5,11.71,3.43,NA
2023,3,77.75,204,85.75,107,36,NA,8.75,8.5,33,36,10.83,3.3,NA
2007,5,83,257,88.25,112,34,7.8,NA,NA,32,34,11.67,3.27,NA
2007,3,81,215,88.75,110,33.5,6.6,NA,NA,26,33.5,12.33,3.45,0
2007,4,81,215,88.75,110,33.5,6.6,NA,NA,26,33.5,12.33,3.45,0
2007,4,80,246,84.75,107,35.5,9.1,NA,NA,31,35.5,12.15,3.37,20
2007,1,71,175,77.75,94.5,40.5,4.2,NA,NA,35.5,40.5,11.63,3.09,13
2007,3,79,228,85.25,103,38,3.7,NA,NA,33.5,38,12,3.34,17
2007,3,78,185,80.25,103,36.5,4.2,NA,NA,30.5,36.5,11.69,3.22,11
2007,2,78,185,80.25,103,36.5,4.2,NA,NA,30.5,36.5,11.69,3.22,11
2007,4,80.75,200,87.75,108.5,35.5,5.8,NA,NA,30.5,35.5,11.76,3.31,2
2007,4,82,223,85.25,106.5,37.5,4.8,NA,NA,32.5,37.5,11.79,3.47,12
2007,4,82,244,84.5,110,29,13,NA,NA,26,29,11.88,3.51,9
2007,1,74,186,78.5,98,34,5.6,NA,NA,29,34,11,3.22,8
2007,3,77.75,210,83.5,106,37,4.9,NA,NA,34.5,37,11.06,3.19,13
2007,3,78.5,211,86.25,108,33.5,6.1,NA,NA,28.5,33.5,11.48,3.36,2
2007,4,78.5,211,86.25,108,33.5,6.1,NA,NA,28.5,33.5,11.48,3.36,2
2007,3,77.75,221,85,104,41,5.8,NA,NA,35,41,11.96,3.16,9
2007,2,75.75,207,79.25,100.5,35,6.1,NA,NA,30.5,35,11.34,3.11,14
2007,1,75.75,207,79.25,100.5,35,6.1,NA,NA,30.5,35,11.34,3.11,14
2007,2,77,206,84,100.5,40.5,6.8,NA,NA,39.5,40.5,11,3.25,6
2007,3,77,206,84,100.5,40.5,6.8,NA,NA,39.5,40.5,11,3.25,6
2007,1,75,194,77.5,98,38,4.5,NA,NA,32.5,38,11.6,3.32,11
2007,4,82.75,233,82.75,106,37.5,7.5,NA,NA,33.5,37.5,10.96,3.29,15
2007,2,75,203,80.25,101.5,34.5,7,NA,NA,30,34.5,11.12,3.22,4
2007,3,77,219,79,102,32,7.1,NA,NA,28,32,11.32,3.45,14
2007,1,70,161,76,94,39.5,2.7,NA,NA,32.5,39.5,10.57,3.2,6
2007,4,79,248,83,102.5,36.5,7.5,NA,NA,31.5,36.5,11.35,3.29,21
2007,4,81,230,88,109.5,30,6.9,NA,NA,27,30,12.63,3.53,7
2007,4,80,240,85,106.5,31.5,13.7,NA,NA,27.5,31.5,11.7,3.47,12
2007,3,79.75,212,81,105,34,5.1,NA,NA,29,34,10.68,3.45,9
2007,4,79,252,88.5,110.5,30.5,7.5,NA,NA,26.5,30.5,11.39,3.29,15
2007,1,72,183,72,94,28.5,7,NA,NA,24.5,28.5,11.02,3.39,6
2007,4,77,213,86,107,36,4.9,NA,NA,29.5,36,11.73,3.22,17
2007,3,79,220,82.5,104,34.5,4.7,NA,NA,28.5,34.5,10.95,3.25,12
2007,5,84,271,87.25,108.5,32.5,10.8,NA,NA,27,32.5,12.07,3.7,17
2007,1,71,173,74.25,96,32.5,4.6,NA,NA,29,32.5,11.3,3.26,8
2007,3,78,211,84.25,105,32.5,6.2,NA,NA,28.5,32.5,10.39,3.38,16
2007,5,79,232,86.25,108.5,34,5.6,NA,NA,30.5,34,12.31,3.39,15
2007,1,74,185,76.25,97.5,33.5,6.2,NA,NA,29.5,33.5,11.65,3.27,8
2007,2,77,218,83,105,31.5,8.3,NA,NA,27,31.5,11.87,3.49,7
2007,2,75.75,199,78.5,101,35,4.5,NA,NA,28.5,35,10.87,3.14,21
2008,2,72.75,166.2,79.25,98,39,3.8,NA,NA,31,39,10.98,3.08,2
2008,1,72.75,166.2,79.25,98,39,3.8,NA,NA,31,39,10.98,3.08,2
2008,4,79,239,84.25,107,35,7.7,NA,NA,30,35,11.06,3.24,19
2008,3,79,239,84.25,107,35,7.7,NA,NA,30,35,11.06,3.24,19
2008,2,75.25,200,78,99.5,41,6.3,NA,NA,30.5,41,11.04,3.14,7
2008,1,75.25,200,78,99.5,41,6.3,NA,NA,30.5,41,11.04,3.14,7
2008,1,73.5,196,80,98.5,40,4.6,NA,NA,34.5,40,11.69,3.05,10
2008,1,74.25,192,79.75,100,36.5,4.8,NA,NA,30,36.5,10.98,3.08,12
2008,4,79.75,255,83.25,106,35,12.9,NA,NA,29.5,35,11.17,3.22,18
2008,2,74,222,81,99,40,8.2,NA,NA,32,40,10.81,3.01,15
2008,3,79.25,220,83.5,106,38.5,5.8,NA,NA,32.5,38.5,11.33,2.99,24
2008,4,79.25,220,83.5,106,38.5,5.8,NA,NA,32.5,38.5,11.33,2.99,24
2008,1,70,171.5,75.5,94.5,35,8.1,NA,NA,28.5,35,11.27,3.07,2
2008,5,83.25,258,89.5,113,30.5,6.3,NA,NA,27.5,30.5,12.77,3.57,7
2008,1,73.75,204,75.5,97,38,4.7,NA,NA,31,38,11.26,3.07,10
2008,2,73.75,204,75.5,97,38,4.7,NA,NA,31,38,11.26,3.07,10
2008,4,81,197,87,109,35,4.7,NA,NA,29,35,11.86,3.26,7
2008,3,81,197,87,109,35,4.7,NA,NA,29,35,11.86,3.26,7
2008,5,83,241,90,114.5,32.5,5.3,NA,NA,27,32.5,12.75,3.25,7
2008,4,83,241,90,114.5,32.5,5.3,NA,NA,27,32.5,12.75,3.25,7
2008,1,73.25,181,81,97.5,37.5,3,NA,NA,34,37.5,12.2,3.07,9
2008,4,79.5,216,82.75,107,30,7.3,NA,NA,28.5,30,12.18,3.14,12
2008,3,80.25,221,82,108,31.5,7.6,NA,NA,27.5,31.5,11.21,3.2,2
2008,4,80.25,221,82,108,31.5,7.6,NA,NA,27.5,31.5,11.21,3.2,2
2008,2,76,208,83.25,103,NA,5.4,NA,NA,NA,NA,NA,NA,10
2008,4,78.25,265,85.75,107,33,9,NA,NA,27.5,33,11.84,3.2,19
2008,5,78.25,265,85.75,107,33,9,NA,NA,27.5,33,11.84,3.2,19
2008,5,81.75,250,90,113.5,30.5,7.5,NA,NA,26,30.5,12.3,3.27,8
2008,3,77.75,221,86.5,103.5,38.5,7,NA,NA,32,38.5,11.71,3.17,11
2008,2,76,193,82,104,36.5,4.4,NA,NA,29,36.5,10.58,2.96,12
2008,3,76,193,82,104,36.5,4.4,NA,NA,29,36.5,10.58,2.96,12
2008,1,71,183.8,76.5,95,NA,4.2,NA,NA,26,NA,NA,NA,18
2008,3,78,224,84.25,97.5,42,9.4,NA,NA,35,42,11.77,3.43,2
2008,4,78,224,84.25,97.5,42,9.4,NA,NA,35,42,11.77,3.43,2
2008,2,76.25,204,81,103.5,38,6.9,NA,NA,30.5,38,11.33,3.08,13
2008,4,78.75,250,87,108,28,9.2,NA,NA,26.5,28,10.62,3.27,13
2008,5,81.5,235,87,109.5,32,5.8,NA,NA,29.5,32,11.49,3.33,20
2008,4,81.5,235,87,109.5,32,5.8,NA,NA,29.5,32,11.49,3.33,20
2008,4,79,240.5,83.25,106.5,31,12.5,NA,NA,27,31,11.75,3.26,11
2008,3,77.25,198.5,81,102.5,40,7.2,NA,NA,34,40,11.03,3.09,7
2009,4,80.5,248.4,83.25,105,35.5,8.2,NA,NA,32,35.5,10.95,3.28,22
2009,5,85.25,267.2,90.25,113,NA,6.7,NA,NA,NA,NA,NA,NA,NA
2009,2,76,222,82.75,103.5,37,10.1,NA,NA,31.5,37,11.1,3.13,17
2009,1,76,220.6,83.25,104,34,7.1,NA,NA,28.5,34,11.81,3.17,7
2009,2,76,220.6,83.25,104,34,7.1,NA,NA,28.5,34,11.81,3.17,7
2009,1,71.25,195.6,76,95.5,40,6.3,NA,NA,33,40,10.86,3.23,10
2009,1,74,181,75.5,97,35.5,5.7,NA,NA,29.5,35.5,11.07,3.28,10
2009,2,74,181,75.5,97,35.5,5.7,NA,NA,29.5,35.5,11.07,3.28,10
2009,4,81.25,232.4,85.5,108,35,6,NA,NA,31,35,12.23,3.3,11
2009,5,81.25,232.4,85.5,108,35,6,NA,NA,31,35,12.23,3.3,11
2009,2,77.5,211.2,81,102.5,38.5,4.9,NA,NA,29,38.5,11.88,3.31,5
2009,3,77.5,211.2,81,102.5,38.5,4.9,NA,NA,29,38.5,11.88,3.31,5
2009,2,77,213.2,81,103.5,37,5.1,NA,NA,30.5,37,11.15,3.18,9
2009,3,77,213.2,81,103.5,37,5.1,NA,NA,30.5,37,11.15,3.18,9
2009,2,76,214.6,82.25,102.5,35,4.4,NA,NA,31.5,35,11.17,3.14,8
2009,3,76,214.6,82.25,102.5,35,4.4,NA,NA,31.5,35,11.17,3.14,8
2009,4,80.25,234.2,83.5,106,34,8.5,NA,NA,27.5,34,11.12,3.27,18
2009,3,80.5,228.4,86.5,109.5,33,5.2,NA,NA,28.5,33,11.17,3.35,5
2009,4,80.5,228.4,86.5,109.5,33,5.2,NA,NA,28.5,33,11.17,3.35,5
2009,3,81.75,191.8,86.75,110,28,5.5,NA,NA,25,28,12.11,3.55,0
2009,4,81.75,191.8,86.75,110,28,5.5,NA,NA,25,28,12.11,3.55,0
2009,3,79,257.2,84.75,105.5,35,12,NA,NA,30.5,35,11.21,3.23,18
2009,4,79,257.2,84.75,105.5,35,12,NA,NA,30.5,35,11.21,3.23,18
2009,1,75.25,199,79,100.5,34,6.3,NA,NA,28.5,34,10.64,3.21,6
2009,2,75.25,199,79,100.5,34,6.3,NA,NA,28.5,34,10.64,3.21,6
2009,1,71.25,196.6,72.75,94.5,36.5,6.6,NA,NA,29,36.5,10.98,3.12,14
2009,1,72.25,175.2,79.5,98.5,36.5,4.5,NA,NA,30.5,36.5,11.05,3.18,13
2009,1,74.25,163.6,74.5,97,31.5,5.4,NA,NA,28.5,31.5,10.78,3.19,8
2009,1,72.25,166.2,75,96.5,33.5,5.7,NA,NA,30.5,33.5,10.45,3.1,9
2009,3,79.75,211.2,81.25,106.5,32.5,8.6,NA,NA,25.5,32.5,11.15,3.28,2
2009,5,83.75,258.2,85.5,111,32.5,8.5,NA,NA,28.5,32.5,11.1,3.45,10
2009,1,73.25,182.4,81.75,100,39,7.9,NA,NA,29.5,39,10.49,3.15,3
2009,4,80.5,214.4,88,109,30,6.6,NA,NA,25.5,30,11.56,3.41,12
2009,4,78.25,207.2,82,105,NA,6.3,NA,NA,NA,NA,NA,NA,NA
2009,3,78.25,207.2,82,105,NA,6.3,NA,NA,NA,NA,NA,NA,NA
2009,2,76.25,202.4,78.5,100,38,5.5,NA,NA,31.5,38,11.14,3.2,13
2009,1,73,183.4,78,97.5,32.5,5.2,NA,NA,28,32.5,10.63,3.03,15
2009,4,80.75,239.6,85,107,35,5.5,NA,NA,31,35,11.98,3.14,15
2009,2,75.5,207.4,80.75,101,37.5,5.8,NA,NA,34,37.5,11.54,3.32,16
2009,4,79,227.4,83,106.5,35,4.8,NA,NA,28,35,11.18,3.26,18
2009,3,79.25,243,84.75,106.5,34.5,6.6,NA,NA,29.5,34.5,10.94,3.17,15
2009,3,77.25,222.8,82.75,105.5,33,4.9,NA,NA,27.5,33,11.47,3.45,NA
2009,2,77.25,222.8,82.75,105.5,33,4.9,NA,NA,27.5,33,11.47,3.45,NA
2009,4,77.25,276.6,86,106.5,33,12,NA,NA,26,33,11.5,3.45,18
2009,3,79.5,224.6,86.5,107.5,35.5,8.6,NA,NA,30.5,35.5,11.26,3.13,20
2009,4,79.5,224.6,86.5,107.5,35.5,8.6,NA,NA,30.5,35.5,11.26,3.13,20
2009,2,75,211.4,76.5,98,37,8,NA,NA,28.5,37,10.96,3.1,14
2009,2,74.75,194.4,77,99,33,4.8,NA,NA,31,33,10.73,3.28,14
2009,3,78.25,206.4,79,101,38.5,10,NA,NA,29.5,38.5,11.08,3.24,10
2009,2,78.25,206.4,79,101,38.5,10,NA,NA,29.5,38.5,11.08,3.24,10
2009,2,77.25,208,82,103,33,5.6,NA,NA,29,33,11.3,3.3,15
2009,3,77.25,208,82,103,33,5.6,NA,NA,29,33,11.3,3.3,15
2009,1,72.5,192.8,75.75,97,31,12.4,NA,NA,26,31,10.99,3.22,11
2009,1,71.25,175.4,74,95,33,6.9,NA,NA,27.5,33,10.87,3.1,8
2010,1,74.75,195.6,81.25,101.5,39,5.6,8.25,9.5,30,39,10.84,3.14,NA
2010,2,77.75,213.8,80,103.5,34.5,8.6,8.75,9.5,27.5,34.5,11.06,3.27,9
2010,4,80.75,245.2,88,110,35.5,6.5,8.75,9.25,31.5,35.5,11.74,3.25,14
2010,3,78.25,206.4,85,106,37,4.6,9,9.5,32,37,11.43,3.14,16
2010,5,81.5,291.8,89.75,113,27.5,16.4,9.25,10,23.5,27.5,11.4,3.55,NA
2010,4,80.75,237.4,88.5,106.5,33.5,8,9.5,8.75,31,33.5,11.15,3.29,10
2010,4,81.75,246.6,86.25,108.5,29,11.2,8.75,9.5,25,29,12.1,3.35,15
2010,5,81.75,246.6,86.25,108.5,29,11.2,8.75,9.5,25,29,12.1,3.35,15
2010,3,79.25,216,87.25,108.5,33.5,8.2,9.5,9.5,27,33.5,11.29,3.3,13
2010,3,78.75,211,79.75,103,34.5,6.9,8.5,9.25,30.5,34.5,11.73,3.22,10
2010,3,79.75,214.4,83.25,107,NA,5,8.5,9,NA,NA,NA,NA,4
2010,5,81,236,88.75,111.5,28,8.5,9,9.25,23,28,11.48,3.35,10
2010,2,77.25,210.2,83.25,105,36.5,4.7,8.75,10,28.5,36.5,11.1,3.18,8
2010,4,81,226.6,84,108,36,10,9.25,10,31,36,11.7,3.21,NA
2010,4,80,239.6,85.25,107,33.5,5.3,9.25,10.25,28.5,33.5,11.14,3.25,17
2010,4,81.25,222.4,89.75,112,28,4.6,9.75,11,25.5,28,12.49,3.27,7
2010,5,81.25,222.4,89.75,112,28,4.6,9.75,11,25.5,28,12.49,3.27,7
2010,3,79.5,217.8,83.25,104.5,37.5,5.6,8.5,10,29.5,37.5,10.98,3.4,15
2010,4,79.5,217.8,83.25,104.5,37.5,5.6,8.5,10,29.5,37.5,10.98,3.4,15
2010,1,72.25,191.6,79.5,98,NA,5.6,8.5,9.75,NA,NA,NA,NA,9
2010,2,74,180.4,79.25,98.5,37.5,4,8.25,9.5,31.5,37.5,11.47,3.14,2
2010,1,74,180.4,79.25,98.5,37.5,4,8.25,9.5,31.5,37.5,11.47,3.14,2
2010,3,76.75,207.6,80.5,104,35.5,7.9,8.5,7.25,30,35.5,11.86,3.19,14
2010,4,80.5,229,84,109,35,7.9,9.5,11.25,26,35,11.65,3.39,6
2010,3,80.5,229,84,109,35,7.9,9.5,11.25,26,35,11.65,3.39,6
2010,4,78.25,235.8,81.75,106,36,7.3,9,9.5,31,36,11.15,3.1,22
2010,3,78.25,226.6,84.75,107,33,9.6,9.25,8.5,29,33,10.89,3.2,13
2010,2,75.25,216,81.25,101,32.5,5.9,9,10.25,26,32.5,10.88,3.31,19
2010,2,75,198.4,79,101,34.5,4.9,8,9,31.5,34.5,11.03,3.37,7
2010,1,77,210.8,79,101,NA,8.6,7.75,9.25,NA,NA,NA,NA,NA
2010,2,77,210.8,79,101,NA,8.6,7.75,9.25,NA,NA,NA,NA,NA
2010,5,80.75,269.2,88.25,110.5,30.5,13.8,8.5,9.75,24,30.5,12.32,3.39,13
2010,2,76.5,225.8,84.75,102,36,7.5,9.25,9.5,31,36,10.87,3.31,15
2010,3,76.5,225.8,84.75,102,36,7.5,9.25,9.5,31,36,10.87,3.31,15
2010,4,81.5,302.6,90,111,NA,20.8,10.25,10.5,NA,NA,NA,NA,NA
2010,5,81.5,302.6,90,111,NA,20.8,10.25,10.5,NA,NA,NA,NA,NA
2010,5,82.5,226.6,91,113,31.5,5.5,8.25,10.25,27,31.5,11.83,3.54,12
